user_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment,clv_hist_items,clv_value,rfm_cluster,dept_cluster
67135,95.0,2,2,5,3,1,531,Others,2,6.0,2,3
67140,94.0,3,26,5,4,4,544,Champions,26,78.0,0,2
67142,116.0,3,35,4,4,5,445,Champions,35,105.0,0,2
67145,125.0,1,9,3,1,2,312,Hibernating,9,27.0,1,0
67149,125.0,2,6,3,3,1,331,Others,6,18.0,1,1
67150,128.0,3,18,2,4,4,244,At Risk,18,54.0,1,3
67151,110.0,1,3,5,1,1,511,Recent Customers,3,9.0,2,2
67152,118.0,3,22,4,4,4,444,Champions,22,66.0,0,0
67154,117.0,6,35,4,5,5,455,Champions,35,105.0,0,2
67157,131.0,3,35,2,4,5,245,At Risk,35,105.0,0,2
67159,110.0,2,21,5,3,4,534,Loyal Customers,21,63.0,2,0
67160,100.0,2,25,5,3,4,534,Loyal Customers,25,75.0,2,2
67163,130.0,1,2,2,1,1,211,Hibernating,2,6.0,1,3
67164,110.0,1,8,5,1,2,512,Recent Customers,8,24.0,2,1
67166,102.0,2,8,5,3,2,532,Others,8,24.0,2,2
67167,118.0,2,22,4,3,4,434,Loyal Customers,22,66.0,2,2
67168,134.0,1,6,2,1,1,211,Hibernating,6,18.0,1,0
67169,122.0,1,4,3,1,1,311,Hibernating,4,12.0,1,0
67171,121.0,1,2,3,1,1,311,Hibernating,2,6.0,1,1
67172,132.0,1,10,2,1,2,212,Hibernating,10,30.0,1,2
67173,110.0,1,12,5,1,3,513,Recent Customers,12,36.0,2,2
67180,140.0,1,3,1,1,1,111,Hibernating,3,9.0,1,0
67181,112.0,3,25,4,4,4,444,Champions,25,75.0,0,1
67183,114.0,3,7,4,4,2,442,Others,7,21.0,2,2
67184,95.0,2,13,5,3,3,533,Loyal Customers,13,39.0,2,2
67185,95.0,3,33,5,4,5,545,Champions,33,99.0,0,2
67187,140.0,1,12,1,1,3,113,Others,12,36.0,1,2
67188,104.0,2,21,5,3,4,534,Loyal Customers,21,63.0,2,1
67195,140.0,1,6,1,1,1,111,Hibernating,6,18.0,1,3
67197,118.0,1,14,4,1,3,413,Recent Customers,14,42.0,2,2
67198,133.0,2,10,2,3,2,232,Others,10,30.0,1,2
67199,118.0,6,90,4,5,5,455,Champions,90,270.0,3,0
67200,110.0,1,1,5,1,1,511,Recent Customers,1,3.0,2,0
67201,80.0,3,6,5,4,1,541,Others,6,18.0,2,4
67206,109.0,2,9,5,3,2,532,Others,9,27.0,2,0
67207,115.0,5,39,4,5,5,455,Champions,39,117.0,0,3
67209,140.0,1,6,1,1,1,111,Hibernating,6,18.0,1,1
67212,136.0,1,13,1,1,3,113,Others,13,39.0,1,2
67214,112.0,1,17,4,1,3,413,Recent Customers,17,51.0,2,0
67215,110.0,1,10,5,1,2,512,Recent Customers,10,30.0,2,0
67217,140.0,1,4,1,1,1,111,Hibernating,4,12.0,1,1
67219,96.0,2,38,5,3,5,535,Loyal Customers,38,114.0,0,2
67220,116.0,3,20,4,4,4,444,Champions,20,60.0,0,2
67222,127.0,2,8,3,3,2,332,Others,8,24.0,1,3
67225,115.0,1,11,4,1,3,413,Recent Customers,11,33.0,2,1
67226,119.0,2,10,4,3,2,432,Others,10,30.0,2,0
67227,118.0,6,89,4,5,5,455,Champions,89,267.0,3,0
67229,140.0,1,12,1,1,3,113,Others,12,36.0,1,3
67231,129.0,2,9,2,3,2,232,Others,9,27.0,1,1
67237,103.0,5,95,5,5,5,555,Champions,95,285.0,3,2
67238,110.0,1,5,5,1,1,511,Recent Customers,5,15.0,2,1
67239,140.0,1,13,1,1,3,113,Others,13,39.0,1,2
67242,96.0,2,22,5,3,4,534,Loyal Customers,22,66.0,2,2
67243,131.0,1,17,2,1,3,213,Others,17,51.0,1,2
67244,110.0,1,11,5,1,3,513,Recent Customers,11,33.0,2,2
67246,124.0,1,14,3,1,3,313,Others,14,42.0,1,2
67247,126.0,3,21,3,4,4,344,Loyal Customers,21,63.0,0,2
67248,136.0,1,9,1,1,2,112,Hibernating,9,27.0,1,3
67249,135.0,1,9,1,1,2,112,Hibernating,9,27.0,1,3
67256,107.0,2,8,5,3,2,532,Others,8,24.0,2,4
67259,126.0,2,27,3,3,4,334,Loyal Customers,27,81.0,1,2
67260,134.0,2,26,2,3,4,234,Others,26,78.0,1,2
67263,125.0,4,26,3,5,4,354,Loyal Customers,26,78.0,0,0
67266,134.0,1,8,2,1,2,212,Hibernating,8,24.0,1,0
67268,130.0,1,17,2,1,3,213,Others,17,51.0,1,0
67269,120.0,4,23,3,5,4,354,Loyal Customers,23,69.0,0,2
67270,136.0,1,3,1,1,1,111,Hibernating,3,9.0,1,3
67273,140.0,1,9,1,1,2,112,Hibernating,9,27.0,1,2
67277,112.0,2,4,4,3,1,431,Others,4,12.0,2,4
67278,130.0,2,15,2,3,3,233,Others,15,45.0,1,2
67279,110.0,1,7,5,1,2,512,Recent Customers,7,21.0,2,0
67280,122.0,2,25,3,3,4,334,Loyal Customers,25,75.0,1,1
67282,134.0,1,11,2,1,3,213,Others,11,33.0,1,0
67286,110.0,1,10,5,1,2,512,Recent Customers,10,30.0,2,0
67287,140.0,1,23,1,1,4,114,Others,23,69.0,1,2
67290,120.0,1,19,3,1,4,314,Others,19,57.0,2,2
67294,131.0,1,18,2,1,4,214,Others,18,54.0,1,0
67295,110.0,1,41,5,1,5,515,Recent Customers,41,123.0,2,0
67297,115.0,2,36,4,3,5,435,Loyal Customers,36,108.0,0,0
67299,126.0,2,5,3,3,1,331,Others,5,15.0,1,0
67300,133.0,3,41,2,4,5,245,At Risk,41,123.0,0,2
67302,136.0,1,8,1,1,2,112,Hibernating,8,24.0,1,1
67303,110.0,1,5,5,1,1,511,Recent Customers,5,15.0,2,2
67304,132.0,1,1,2,1,1,211,Hibernating,1,3.0,1,3
67306,140.0,1,11,1,1,3,113,Others,11,33.0,1,0
67308,130.0,1,15,2,1,3,213,Others,15,45.0,1,3
67309,136.0,1,22,1,1,4,114,Others,22,66.0,1,0
67310,110.0,1,12,5,1,3,513,Recent Customers,12,36.0,2,4
67311,139.0,1,8,1,1,2,112,Hibernating,8,24.0,1,4
67312,133.0,1,5,2,1,1,211,Hibernating,5,15.0,1,2
67314,115.0,6,60,4,5,5,455,Champions,60,180.0,3,2
67319,127.0,1,19,3,1,4,314,Others,19,57.0,1,0
67323,140.0,1,9,1,1,2,112,Hibernating,9,27.0,1,0
67325,127.0,2,25,3,3,4,334,Loyal Customers,25,75.0,1,2
67330,113.0,1,8,4,1,2,412,Recent Customers,8,24.0,2,3
67331,100.0,2,14,5,3,3,533,Loyal Customers,14,42.0,2,0
67332,133.0,1,9,2,1,2,212,Hibernating,9,27.0,1,0
67333,135.0,1,12,1,1,3,113,Others,12,36.0,1,2
67334,100.0,4,63,5,5,5,555,Champions,63,189.0,0,2
67336,132.0,1,2,2,1,1,211,Hibernating,2,6.0,1,3
67337,115.0,5,88,4,5,5,455,Champions,88,264.0,3,0
67338,139.0,1,8,1,1,2,112,Hibernating,8,24.0,1,0
67339,128.0,2,20,2,3,4,234,Others,20,60.0,1,2
67341,109.0,2,28,5,3,4,534,Loyal Customers,28,84.0,2,1
67344,122.0,1,16,3,1,3,313,Others,16,48.0,1,1
67345,133.0,1,15,2,1,3,213,Others,15,45.0,1,2
67346,95.0,3,35,5,4,5,545,Champions,35,105.0,0,3
67349,80.0,3,17,5,4,3,543,Loyal Customers,17,51.0,2,0
67354,126.0,2,27,3,3,4,334,Loyal Customers,27,81.0,1,3
67355,118.0,1,4,4,1,1,411,Recent Customers,4,12.0,2,0
67358,111.0,1,13,4,1,3,413,Recent Customers,13,39.0,2,3
67359,54.0,3,31,5,4,5,545,Champions,31,93.0,0,0
67361,140.0,1,5,1,1,1,111,Hibernating,5,15.0,1,1
67362,128.0,1,26,2,1,4,214,Others,26,78.0,1,0
67363,110.0,1,4,5,1,1,511,Recent Customers,4,12.0,2,0
67364,133.0,1,5,2,1,1,211,Hibernating,5,15.0,1,0
67366,133.0,1,17,2,1,3,213,Others,17,51.0,1,0
67367,121.0,1,1,3,1,1,311,Hibernating,1,3.0,1,3
67369,140.0,1,22,1,1,4,114,Others,22,66.0,1,2
67370,110.0,1,12,5,1,3,513,Recent Customers,12,36.0,2,2
67374,119.0,3,14,4,4,3,443,Loyal Customers,14,42.0,2,3
67375,121.0,3,25,3,4,4,344,Loyal Customers,25,75.0,0,1
67376,137.0,1,4,1,1,1,111,Hibernating,4,12.0,1,0
67380,110.0,1,4,5,1,1,511,Recent Customers,4,12.0,2,2
67382,137.0,1,16,1,1,3,113,Others,16,48.0,1,2
67383,119.0,1,7,4,1,2,412,Recent Customers,7,21.0,2,1
67384,133.0,2,14,2,3,3,233,Others,14,42.0,1,1
67386,128.0,1,6,2,1,1,211,Hibernating,6,18.0,1,3
67387,122.0,1,19,3,1,4,314,Others,19,57.0,1,0
67388,126.0,1,8,3,1,2,312,Hibernating,8,24.0,1,1
67389,128.0,1,20,2,1,4,214,Others,20,60.0,1,0
67390,128.0,2,12,2,3,3,233,Others,12,36.0,1,1
67391,80.0,2,8,5,3,2,532,Others,8,24.0,2,4
67392,113.0,2,29,4,3,4,434,Loyal Customers,29,87.0,2,2
67394,110.0,1,20,5,1,4,514,Recent Customers,20,60.0,2,2
67395,125.0,8,43,3,5,5,355,Loyal Customers,43,129.0,3,3
67396,110.0,1,17,5,1,3,513,Recent Customers,17,51.0,2,0
67398,123.0,1,2,3,1,1,311,Hibernating,2,6.0,1,1
67405,110.0,1,14,5,1,3,513,Recent Customers,14,42.0,2,2
67408,130.0,2,21,2,3,4,234,Others,21,63.0,1,1
67411,133.0,1,4,2,1,1,211,Hibernating,4,12.0,1,1
67412,136.0,1,3,1,1,1,111,Hibernating,3,9.0,1,2
67413,126.0,3,15,3,4,3,343,Loyal Customers,15,45.0,1,3
67414,106.0,4,33,5,5,5,555,Champions,33,99.0,0,0
67418,129.0,4,31,2,5,5,255,At Risk,31,93.0,0,2
67419,114.0,3,30,4,4,5,445,Champions,30,90.0,0,2
67424,137.0,1,9,1,1,2,112,Hibernating,9,27.0,1,1
67426,137.0,2,9,1,3,2,132,Others,9,27.0,1,0
67427,115.0,3,27,4,4,4,444,Champions,27,81.0,0,0
67428,117.0,1,5,4,1,1,411,Recent Customers,5,15.0,2,0
67433,124.0,5,19,3,5,4,354,Loyal Customers,19,57.0,0,3
67434,110.0,1,3,5,1,1,511,Recent Customers,3,9.0,2,2
67435,95.0,3,47,5,4,5,545,Champions,47,141.0,0,2
67438,123.0,4,83,3,5,5,355,Loyal Customers,83,249.0,3,2
67439,124.0,2,10,3,3,2,332,Others,10,30.0,1,0
67440,124.0,7,39,3,5,5,355,Loyal Customers,39,117.0,3,2
67441,128.0,2,28,2,3,4,234,Others,28,84.0,1,2
67443,134.0,1,8,2,1,2,212,Hibernating,8,24.0,1,0
67444,140.0,1,3,1,1,1,111,Hibernating,3,9.0,1,1
67445,123.0,3,51,3,4,5,345,Loyal Customers,51,153.0,0,0
67446,96.0,3,44,5,4,5,545,Champions,44,132.0,0,3
67447,140.0,1,5,1,1,1,111,Hibernating,5,15.0,1,4
67448,133.0,1,14,2,1,3,213,Others,14,42.0,1,3
67449,110.0,1,3,5,1,1,511,Recent Customers,3,9.0,2,2
67455,110.0,1,8,5,1,2,512,Recent Customers,8,24.0,2,0
67459,123.0,1,15,3,1,3,313,Others,15,45.0,1,0
67460,115.0,1,4,4,1,1,411,Recent Customers,4,12.0,2,4
67461,99.0,4,53,5,5,5,555,Champions,53,159.0,0,2
67463,140.0,1,13,1,1,3,113,Others,13,39.0,1,0
67464,124.0,1,15,3,1,3,313,Others,15,45.0,1,3
67465,102.0,5,58,5,5,5,555,Champions,58,174.0,3,3
67468,123.0,3,27,3,4,4,344,Loyal Customers,27,81.0,0,2
67471,118.0,4,30,4,5,5,455,Champions,30,90.0,0,0
67472,120.0,4,32,3,5,5,355,Loyal Customers,32,96.0,0,2
67473,132.0,1,16,2,1,3,213,Others,16,48.0,1,2
67474,114.0,2,31,4,3,5,435,Loyal Customers,31,93.0,2,0
67475,110.0,1,24,5,1,4,514,Recent Customers,24,72.0,2,2
67479,126.0,3,7,3,4,2,342,Others,7,21.0,1,0
67481,131.0,4,37,2,5,5,255,At Risk,37,111.0,0,2
67485,102.0,6,91,5,5,5,555,Champions,91,273.0,3,2
67486,131.0,2,36,2,3,5,235,Others,36,108.0,1,0
67490,122.0,2,38,3,3,5,335,Loyal Customers,38,114.0,0,2
67492,80.0,2,31,5,3,5,535,Loyal Customers,31,93.0,2,2
67493,131.0,3,43,2,4,5,245,At Risk,43,129.0,0,2
67495,110.0,1,2,5,1,1,511,Recent Customers,2,6.0,2,1
67496,125.0,1,13,3,1,3,313,Others,13,39.0,1,2
67498,127.0,1,3,3,1,1,311,Hibernating,3,9.0,1,2
67499,127.0,2,10,3,3,2,332,Others,10,30.0,1,1
67501,119.0,3,10,4,4,2,442,Others,10,30.0,2,1
67504,120.0,2,25,3,3,4,334,Loyal Customers,25,75.0,2,2
67515,137.0,1,8,1,1,2,112,Hibernating,8,24.0,1,2
67518,80.0,2,32,5,3,5,535,Loyal Customers,32,96.0,2,2
67519,129.0,2,9,2,3,2,232,Others,9,27.0,1,0
67520,120.0,2,42,3,3,5,335,Loyal Customers,42,126.0,0,2
67521,133.0,1,4,2,1,1,211,Hibernating,4,12.0,1,0
67522,64.0,5,41,5,5,5,555,Champions,41,123.0,3,2
67523,124.0,2,42,3,3,5,335,Loyal Customers,42,126.0,0,1
67525,100.0,6,30,5,5,5,555,Champions,30,90.0,0,2
67526,75.0,4,43,5,5,5,555,Champions,43,129.0,0,1
67527,132.0,1,10,2,1,2,212,Hibernating,10,30.0,1,0
67528,136.0,1,11,1,1,3,113,Others,11,33.0,1,1
67529,110.0,1,5,5,1,1,511,Recent Customers,5,15.0,2,2
67534,106.0,2,17,5,3,3,533,Loyal Customers,17,51.0,2,0
67537,113.0,1,15,4,1,3,413,Recent Customers,15,45.0,2,0
67538,133.0,1,12,2,1,3,213,Others,12,36.0,1,0
67542,138.0,1,6,1,1,1,111,Hibernating,6,18.0,1,4
67543,110.0,1,9,5,1,2,512,Recent Customers,9,27.0,2,2
67544,123.0,2,20,3,3,4,334,Loyal Customers,20,60.0,1,0
67545,118.0,1,6,4,1,1,411,Recent Customers,6,18.0,2,1
67549,121.0,4,14,3,5,3,353,Loyal Customers,14,42.0,0,4
67550,107.0,5,150,5,5,5,555,Champions,150,450.0,3,2
67551,44.0,7,127,5,5,5,555,Champions,127,381.0,3,0
67553,113.0,1,21,4,1,4,414,Recent Customers,21,63.0,2,0
67554,110.0,1,9,5,1,2,512,Recent Customers,9,27.0,2,1
67555,125.0,2,23,3,3,4,334,Loyal Customers,23,69.0,1,0
67556,112.0,3,34,4,4,5,445,Champions,34,102.0,0,2
67557,140.0,1,13,1,1,3,113,Others,13,39.0,1,3
67558,111.0,5,27,4,5,4,454,Champions,27,81.0,0,2
67559,125.0,7,51,3,5,5,355,Loyal Customers,51,153.0,3,2
67560,110.0,1,2,5,1,1,511,Recent Customers,2,6.0,2,3
67563,113.0,4,40,4,5,5,455,Champions,40,120.0,0,2
67566,140.0,1,13,1,1,3,113,Others,13,39.0,1,2
67568,96.0,8,98,5,5,5,555,Champions,98,294.0,3,2
67570,126.0,3,24,3,4,4,344,Loyal Customers,24,72.0,0,2
67577,118.0,1,12,4,1,3,413,Recent Customers,12,36.0,2,0
67581,136.0,1,17,1,1,3,113,Others,17,51.0,1,2
67582,133.0,1,16,2,1,3,213,Others,16,48.0,1,2
67584,117.0,3,19,4,4,4,444,Champions,19,57.0,0,1
67586,110.0,1,10,5,1,2,512,Recent Customers,10,30.0,2,0
67587,125.0,5,47,3,5,5,355,Loyal Customers,47,141.0,0,2
67589,115.0,4,92,4,5,5,455,Champions,92,276.0,3,2
67591,133.0,1,21,2,1,4,214,Others,21,63.0,1,0
67593,109.0,2,7,5,3,2,532,Others,7,21.0,2,0
67596,110.0,4,23,5,5,4,554,Champions,23,69.0,0,0
67597,140.0,1,1,1,1,1,111,Hibernating,1,3.0,1,0
67598,140.0,1,7,1,1,2,112,Hibernating,7,21.0,1,2
67599,90.0,2,52,5,3,5,535,Loyal Customers,52,156.0,0,0
67600,140.0,1,12,1,1,3,113,Others,12,36.0,1,3
67601,140.0,1,16,1,1,3,113,Others,16,48.0,1,0
67602,130.0,2,29,2,3,4,234,Others,29,87.0,1,2
67603,132.0,1,17,2,1,3,213,Others,17,51.0,1,2
67604,73.0,3,26,5,4,4,544,Champions,26,78.0,0,2
67605,137.0,1,11,1,1,3,113,Others,11,33.0,1,3
67606,100.0,3,27,5,4,4,544,Champions,27,81.0,0,2
67608,133.0,1,14,2,1,3,213,Others,14,42.0,1,1
67610,68.0,4,9,5,5,2,552,Others,9,27.0,0,0
67614,133.0,2,5,2,3,1,231,Others,5,15.0,1,0
67615,104.0,2,41,5,3,5,535,Loyal Customers,41,123.0,0,2
67619,131.0,1,15,2,1,3,213,Others,15,45.0,1,0
67622,140.0,1,7,1,1,2,112,Hibernating,7,21.0,1,0
67626,115.0,4,40,4,5,5,455,Champions,40,120.0,0,2
67630,124.0,2,16,3,3,3,333,Loyal Customers,16,48.0,1,0
67631,110.0,1,3,5,1,1,511,Recent Customers,3,9.0,2,2
67632,126.0,2,22,3,3,4,334,Loyal Customers,22,66.0,1,2
67633,139.0,1,9,1,1,2,112,Hibernating,9,27.0,1,0
67634,126.0,1,3,3,1,1,311,Hibernating,3,9.0,1,0
67635,129.0,2,5,2,3,1,231,Others,5,15.0,1,0
67637,128.0,2,19,2,3,4,234,Others,19,57.0,1,2
67638,138.0,1,1,1,1,1,111,Hibernating,1,3.0,1,0
67639,136.0,1,6,1,1,1,111,Hibernating,6,18.0,1,1
67640,118.0,1,30,4,1,5,415,Recent Customers,30,90.0,2,2
67642,120.0,2,21,3,3,4,334,Loyal Customers,21,63.0,2,0
67643,126.0,8,70,3,5,5,355,Loyal Customers,70,210.0,3,4
67644,122.0,2,17,3,3,3,333,Loyal Customers,17,51.0,1,3
67647,125.0,1,16,3,1,3,313,Others,16,48.0,1,2
67648,103.0,2,13,5,3,3,533,Loyal Customers,13,39.0,2,2
67650,96.0,3,23,5,4,4,544,Champions,23,69.0,0,2
67652,131.0,1,11,2,1,3,213,Others,11,33.0,1,3
67653,83.0,3,38,5,4,5,545,Champions,38,114.0,0,0
67654,104.0,3,28,5,4,4,544,Champions,28,84.0,0,2
67656,140.0,1,1,1,1,1,111,Hibernating,1,3.0,1,4
67657,129.0,2,22,2,3,4,234,Others,22,66.0,1,2
67658,128.0,3,47,2,4,5,245,At Risk,47,141.0,0,2
67660,110.0,1,10,5,1,2,512,Recent Customers,10,30.0,2,0
67661,87.0,5,35,5,5,5,555,Champions,35,105.0,0,2
67665,125.0,2,5,3,3,1,331,Others,5,15.0,1,0
67666,136.0,1,7,1,1,2,112,Hibernating,7,21.0,1,2
67669,123.0,3,32,3,4,5,345,Loyal Customers,32,96.0,0,2
67671,138.0,2,12,1,3,3,133,Others,12,36.0,1,3
67672,125.0,2,22,3,3,4,334,Loyal Customers,22,66.0,1,2
67673,134.0,1,2,2,1,1,211,Hibernating,2,6.0,1,4
67675,129.0,1,6,2,1,1,211,Hibernating,6,18.0,1,1
67676,140.0,1,4,1,1,1,111,Hibernating,4,12.0,1,0
67677,120.0,3,96,3,4,5,345,Loyal Customers,96,288.0,3,3
67678,122.0,2,63,3,3,5,335,Loyal Customers,63,189.0,0,2
67679,110.0,1,5,5,1,1,511,Recent Customers,5,15.0,2,3
67680,136.0,1,5,1,1,1,111,Hibernating,5,15.0,1,1
67682,120.0,1,5,3,1,1,311,Hibernating,5,15.0,2,0
67683,103.0,3,15,5,4,3,543,Loyal Customers,15,45.0,2,0
67684,137.0,1,2,1,1,1,111,Hibernating,2,6.0,1,1
67686,118.0,1,7,4,1,2,412,Recent Customers,7,21.0,2,2
67687,110.0,1,31,5,1,5,515,Recent Customers,31,93.0,2,2
67689,116.0,1,7,4,1,2,412,Recent Customers,7,21.0,2,3
67691,75.0,5,65,5,5,5,555,Champions,65,195.0,3,3
67692,110.0,2,38,5,3,5,535,Loyal Customers,38,114.0,0,2
67693,95.0,2,39,5,3,5,535,Loyal Customers,39,117.0,0,2
67698,97.0,2,3,5,3,1,531,Others,3,9.0,2,0
67701,82.0,2,26,5,3,4,534,Loyal Customers,26,78.0,2,0
67702,114.0,2,12,4,3,3,433,Loyal Customers,12,36.0,2,3
67703,117.0,2,10,4,3,2,432,Others,10,30.0,2,1
67708,125.0,5,67,3,5,5,355,Loyal Customers,67,201.0,3,2
67709,140.0,1,22,1,1,4,114,Others,22,66.0,1,2
67710,115.0,3,47,4,4,5,445,Champions,47,141.0,0,0
67712,110.0,1,4,5,1,1,511,Recent Customers,4,12.0,2,0
67716,127.0,2,21,3,3,4,334,Loyal Customers,21,63.0,1,0
67722,128.0,1,14,2,1,3,213,Others,14,42.0,1,2
67723,131.0,2,9,2,3,2,232,Others,9,27.0,1,0
67727,131.0,1,1,2,1,1,211,Hibernating,1,3.0,1,3
67728,125.0,2,13,3,3,3,333,Loyal Customers,13,39.0,1,2
67731,88.0,3,44,5,4,5,545,Champions,44,132.0,0,0
67736,139.0,1,8,1,1,2,112,Hibernating,8,24.0,1,3
67740,124.0,4,36,3,5,5,355,Loyal Customers,36,108.0,0,0
67743,129.0,1,28,2,1,4,214,Others,28,84.0,1,2
67744,88.0,2,15,5,3,3,533,Loyal Customers,15,45.0,2,2
67749,133.0,1,11,2,1,3,213,Others,11,33.0,1,0
67752,110.0,1,7,5,1,2,512,Recent Customers,7,21.0,2,3
67754,64.0,3,11,5,4,3,543,Loyal Customers,11,33.0,2,0
67757,110.0,1,1,5,1,1,511,Recent Customers,1,3.0,2,1
67758,126.0,1,8,3,1,2,312,Hibernating,8,24.0,1,0
67761,96.0,2,32,5,3,5,535,Loyal Customers,32,96.0,2,1
67763,110.0,1,5,5,1,1,511,Recent Customers,5,15.0,2,0
67766,118.0,1,7,4,1,2,412,Recent Customers,7,21.0,2,2
67767,134.0,1,23,2,1,4,214,Others,23,69.0,1,2
67768,134.0,1,22,2,1,4,214,Others,22,66.0,1,0
67771,123.0,1,8,3,1,2,312,Hibernating,8,24.0,1,2
67774,110.0,1,20,5,1,4,514,Recent Customers,20,60.0,2,2
67775,128.0,1,38,2,1,5,215,Others,38,114.0,1,2
67779,125.0,1,5,3,1,1,311,Hibernating,5,15.0,1,1
67780,123.0,1,18,3,1,4,314,Others,18,54.0,1,2
67782,110.0,1,24,5,1,4,514,Recent Customers,24,72.0,2,2
67784,140.0,1,2,1,1,1,111,Hibernating,2,6.0,1,0
67786,114.0,3,14,4,4,3,443,Loyal Customers,14,42.0,2,0
67790,110.0,1,6,5,1,1,511,Recent Customers,6,18.0,2,1
67793,140.0,1,4,1,1,1,111,Hibernating,4,12.0,1,2
67795,132.0,3,5,2,4,1,241,At Risk,5,15.0,1,3
67798,126.0,4,24,3,5,4,354,Loyal Customers,24,72.0,0,0
67799,135.0,1,9,1,1,2,112,Hibernating,9,27.0,1,0
67804,50.0,3,10,5,4,2,542,Others,10,30.0,2,0
67805,136.0,1,10,1,1,2,112,Hibernating,10,30.0,1,0
67807,136.0,1,3,1,1,1,111,Hibernating,3,9.0,1,1
67808,117.0,1,3,4,1,1,411,Recent Customers,3,9.0,2,1
67809,121.0,1,21,3,1,4,314,Others,21,63.0,1,2
67810,104.0,2,34,5,3,5,535,Loyal Customers,34,102.0,0,0
67817,106.0,2,18,5,3,4,534,Loyal Customers,18,54.0,2,0
67818,131.0,2,14,2,3,3,233,Others,14,42.0,1,2
67821,110.0,1,7,5,1,2,512,Recent Customers,7,21.0,2,2
67822,129.0,2,14,2,3,3,233,Others,14,42.0,1,0
67823,133.0,2,43,2,3,5,235,Others,43,129.0,1,2
67825,135.0,1,20,1,1,4,114,Others,20,60.0,1,2
67826,133.0,1,15,2,1,3,213,Others,15,45.0,1,2
67829,110.0,6,87,5,5,5,555,Champions,87,261.0,3,2
67834,109.0,4,56,5,5,5,555,Champions,56,168.0,0,2
67837,134.0,1,20,2,1,4,214,Others,20,60.0,1,1
67838,124.0,1,2,3,1,1,311,Hibernating,2,6.0,1,3
67842,132.0,1,6,2,1,1,211,Hibernating,6,18.0,1,3
67843,140.0,1,3,1,1,1,111,Hibernating,3,9.0,1,1
67844,110.0,1,10,5,1,2,512,Recent Customers,10,30.0,2,0
67845,110.0,1,10,5,1,2,512,Recent Customers,10,30.0,2,2
67846,120.0,2,37,3,3,5,335,Loyal Customers,37,111.0,0,0
67849,130.0,1,6,2,1,1,211,Hibernating,6,18.0,1,3
67850,135.0,1,20,1,1,4,114,Others,20,60.0,1,1
67858,92.0,2,31,5,3,5,535,Loyal Customers,31,93.0,2,0
67860,123.0,4,52,3,5,5,355,Loyal Customers,52,156.0,0,2
67862,113.0,4,60,4,5,5,455,Champions,60,180.0,0,2
67864,134.0,1,9,2,1,2,212,Hibernating,9,27.0,1,2
67868,124.0,2,35,3,3,5,335,Loyal Customers,35,105.0,0,2
67869,132.0,1,21,2,1,4,214,Others,21,63.0,1,2
67870,129.0,4,48,2,5,5,255,At Risk,48,144.0,0,1
67871,126.0,2,36,3,3,5,335,Loyal Customers,36,108.0,1,2
67874,113.0,2,20,4,3,4,434,Loyal Customers,20,60.0,2,0
67875,123.0,3,11,3,4,3,343,Loyal Customers,11,33.0,1,3
67881,132.0,1,9,2,1,2,212,Hibernating,9,27.0,1,0
67885,97.0,3,17,5,4,3,543,Loyal Customers,17,51.0,2,1
67889,140.0,1,11,1,1,3,113,Others,11,33.0,1,3
67890,126.0,2,23,3,3,4,334,Loyal Customers,23,69.0,1,2
67891,129.0,2,17,2,3,3,233,Others,17,51.0,1,3
67892,80.0,2,14,5,3,3,533,Loyal Customers,14,42.0,2,2
67893,132.0,1,15,2,1,3,213,Others,15,45.0,1,2
67895,108.0,2,15,5,3,3,533,Loyal Customers,15,45.0,2,1
67897,140.0,1,15,1,1,3,113,Others,15,45.0,1,2
67901,110.0,1,23,5,1,4,514,Recent Customers,23,69.0,2,3
67903,124.0,5,45,3,5,5,355,Loyal Customers,45,135.0,0,0
67904,125.0,1,11,3,1,3,313,Others,11,33.0,1,2
67906,114.0,2,3,4,3,1,431,Others,3,9.0,2,3
67910,118.0,1,3,4,1,1,411,Recent Customers,3,9.0,2,4
67912,135.0,2,25,1,3,4,134,Others,25,75.0,1,3
67913,106.0,4,35,5,5,5,555,Champions,35,105.0,0,3
67914,128.0,1,25,2,1,4,214,Others,25,75.0,1,2
67916,130.0,3,37,2,4,5,245,At Risk,37,111.0,0,2
67917,129.0,2,19,2,3,4,234,Others,19,57.0,1,1
67919,126.0,1,3,3,1,1,311,Hibernating,3,9.0,1,3
67921,118.0,8,65,4,5,5,455,Champions,65,195.0,3,2
67923,127.0,2,9,3,3,2,332,Others,9,27.0,1,2
67924,137.0,1,10,1,1,2,112,Hibernating,10,30.0,1,4
67931,113.0,2,10,4,3,2,432,Others,10,30.0,2,0
67932,92.0,2,14,5,3,3,533,Loyal Customers,14,42.0,2,1
67933,110.0,1,3,5,1,1,511,Recent Customers,3,9.0,2,0
67938,133.0,1,17,2,1,3,213,Others,17,51.0,1,0
67939,133.0,1,10,2,1,2,212,Hibernating,10,30.0,1,3
67941,112.0,4,57,4,5,5,455,Champions,57,171.0,0,2
67943,136.0,1,5,1,1,1,111,Hibernating,5,15.0,1,0
67944,110.0,5,38,5,5,5,555,Champions,38,114.0,0,1
67945,132.0,1,1,2,1,1,211,Hibernating,1,3.0,1,0
67946,138.0,2,16,1,3,3,133,Others,16,48.0,1,2
